full_text;clean_text;sentiment;confidence;label_final
@fallenforwishes Kalau mau kerja di luar negeri apa yang disiapkan dan butuh rencana waktu berapa lama sampai siap kak @fallenforwishes? (nanya serius dengan suara nada pelan);kalau mau kerja di luar negeri apa yang disiapkan dan butuh rencana waktu berapa lama sampai siap kak bertanya serius dengan suara nada pelan;negatif;5719;netral
"uang dh ada ilmu dh ada tinggal nunggu waktu
ga sabar plss";uang dh ada ilmu dh ada tinggal nunggu waktu ga sabar plss;negatif;572;positif
Menurut laporan bulanan Januari-Juli 2025 Badan Pelindungan Pekerja Migran Indonesia (BP2MI) negara-negara ini lagi jadi incaran WNI buat kerja di luar negeri! ️ Kalau Jobers dikasih kesempatan kira-kira mau kerja ke negara mana? #WorkAbroad #KerjaLuarNegeri #KaburAjaDulu https://t.co/iaq2LG6jTP;menurut laporan bulanan januari juli badan pelindungan pekerja migran indonesia bpmi negara negara ini lagi jadi incaran wni buat kerja di luar negeri kalau jobers dikasih kesempatan kira kira mau kerja ke negara mana workabroad kerjaluarnegeri kaburajadulu;netral;572;netral
Thanks to mas @primawansatrio dan para user X lain yg aktif menyuarakan #KaburAjaDulu Akhirnya setelah mencoba dan gagal berkali-kali dari tahun lalu hari ini dapet offer buat posisi Senior QA Engineer di salah satu startup di Tokyo ;terima kasih to mas dan para user x lain yang aktif menyuarakan kaburajadulu akhirnya setelah mencoba dan gagal berkali kali dari tahun lalu hari ini dapat offer buat posisi senior qa engineer di salah satu startup di tokyo;netral;5722;positif
ikut kakkkk;ikut kakkkk;netral;5722;positif
bismillah yaallah tahun depan 🤗;bismillah yaallah tahun depan;netral;5723;positif
@petitestardust #kaburajadulu udah paling bener;kaburajadulu sudah paling benar;negatif;5723;positif
@df_agus @KucengTerbanggg Ye kn ka ..? Kalau nga punya duit boro bahagia .. senyum aja males .. apalagi ketawa ngakak .. Malahan sebagian orang bela in sampai nyari or kerja ke luar negeri demi mendapatkan uang yang banyak .. Happy weekend ka Agus ;ye kan kakak kalau nga punya duit boro bahagia senyum saja males apalagi ketawa tertawa malahan sebagian orang bela in sampai mencari or kerja ke luar negeri demi mendapatkan uang yang banyak bahagia weekend kakak agus;positif;5725;positif
ikutann🙏;ikutann;positif;5726;positif
"Goodbye Indonesia Negaranya Akan Bubar Oleh Mulyono &amp; Menjadi Pulau Mulyono. Mulyono Akan Menjadi Raja Selamanya. #kaburajadulu";goodbye indonesia negaranya akan bubar oleh mulyono amp menjadi pulau mulyono mulyono akan menjadi raja selamanya kaburajadulu;negatif;5726;negatif
gaji brp bang?;gaji berapa bang;negatif;5727;netral
@Amora Devina 🤣;devina;positif;5727;netral
kalo bisa bahasa asing+punya skil insyaallah bisa bg;kalau bisa bahasa asing punya skil insyaallah bisa abang;netral;5729;positif
kalau aku bang lebih baik kerja di luar negeri 🙏🇯🇵✈️;kalau aku bang lebih baik kerja di luar negeri;positif;573;positif
Baru nonton weh tau syuting di sini mah aku mau ikutan ih... Kenal bgt itu tempatnya kyk kmaren baru lewat Ini judulnya ngegambarin #kaburajadulu tapi dari jepun memilih jadi WNI kah? ;baru nonton weh tahu syuting di sini mah aku mau ikutan ih kenal banget itu tempatnya seperti kmaren baru lewat ini judulnya ngegambarin kaburajadulu tapi dari jepun memilih jadi wni kah;positif;5731;netral
Hastag #kaburajadulu beneran dipake sama mereka ternyata;hastag kaburajadulu beneran dipake sama mereka ternyata;netral;5734;netral
Sekolah dari kecil sampai S1 ga bayar? Di #CeritaAjaDulu Kak Oshi dan kak Mehlizar sharing-sharing soal ini. Tempat mereka #KaburAjaDulu Ceko dari sekolah SD sampai sekolah sarjana semuanya gratis!! Kapan yah kaya gitu juga di kita... https://t.co/sYXiIpduCI;sekolah dari kecil sampai s ga bayar di ceritaajadulu kak oshi dan kak mehlizar sharing sharing soal ini tempat mereka kaburajadulu ceko dari sekolah sd sampai sekolah sarjana semuanya gratis kapan yah kaya gitu juga di kita;negatif;5736;netral
#KaburAjaDulu ya pak?;kaburajadulu iya pak;negatif;5737;netral
@WagimanDeep212_ @bahlillahadalia Ahhhh sudahlah tidak ada kata yang pas buat pejabat korup di Indonesia #KaburAjaDulu pilihan terbaik untuk keluarga yang harus di perhatikan masa depannya.;ahhhh sudahlah tidak ada kata yang pas buat pejabat korupsi di indonesia kaburajadulu pilihan terbaik untuk keluarga yang harus di perhatikan masa depannya;negatif;5737;negatif
@Fandiwargreymon gue udah trust issue sama pemimpin sekaligus negeri ini sendiri. so be that as it may ga akan percaya lagi kalau pemerintah convincing their point because they aint no real.;saya sudah trust issue sama pemimpin sekaligus negeri ini sendiri so be that as it may ga akan percaya lagi kalau pemerintah convincing their point because they aint no real;positif;5738;negatif
menyala pikiran dan hati;menyala pikiran dan hati;positif;5739;positif
ngabangun Indonesia dari zaman Majapahit gak maju² kan kocak🤣;ngabangun indonesia dari zaman majapahit gak maju² kan kocak;positif;5742;negatif
iya bg 1,5 juta juga 2 digit;iya abang juta juga digit;negatif;5743;negatif
Termasuk adek gw @bunabunii;termasuk adek saya;positif;5743;netral
beberapa tahun lagi gue bakal ikut tender ini,doain yaaa;beberapa tahun lagi saya bakal ikut tender ini doain yaaa;netral;5744;netral
tadi abis ngobrol sama abang gocar kalo mau kerja mending ke luar negeri gausah disini soalnya susah bgtt kalo udh di LN kerja aja dsna kenapa balik lagi wkwk aku kalo masi diijinin mauuuu livibg abroad forever pp indo egypt;tadi habis ngobrol sama abang gocar kalau mau kerja lebih baik ke luar negeri gausah disini soalnya susah bgtt kalau udh di ln kerja saja dsna kenapa balik lagi wkwk aku kalau masi diijinin mauuuu livibg abroad forever pulang pergi indo egypt;positif;5745;negatif
ikehhh;ikehhh;negatif;5746;netral
dari umur 15 naik pswt;dari umur naik pesawat;netral;5746;netral
masalahnya ada di bahasa;masalahnya ada di bahasa;negatif;5747;negatif
hargai yg pergi, hargai yg stay, semua berjuang masing masing;hargai yang pergi hargai yang stay semua berjuang masing masing;positif;5749;positif
yang merantau dari dulu : 🙏🥰;yang merantau dari dulu;netral;575;netral
Nasionalisme akan tumbuh dgn mekar harum sendirinya ketika kebijakan² negara dapat mensejahterakan masyarakat;nasionalisme akan tumbuh dengan mekar harum sendirinya ketika kebijakan² negara dapat mensejahterakan masyarakat;positif;575;positif
dan Masi banyak lagi;dan masi banyak lagi;netral;575;netral
gmn bg caranya;gmn abang caranya;netral;5751;netral
ujian chunin? wkwk, ikut;ujian chunin wkwk ikut;netral;5751;netral
Mau nyari kartel yg bilang assalamualaikum banh🗿;mau mencari kartel yang bilang assalamualaikum banh;netral;5753;netral
kak? pengen;kak pengen;netral;5755;netral
Setuju semuanya harus berbenah 😊;setuju semuanya harus berbenah;negatif;5755;positif
Bagaimana kesannya pembunuh dibuat jadi tone positif? Kalau hasilnya keluar aku ga pernah bakalan percaya sama proyek fadli zon yang satu ini. Kalau punya anak cucu nanti pun akan ngajarin mereka sama versi sebelumnya bukan versi pemerintah ala2 sekarang;bagaimana kesannya pembunuh dibuat jadi tone positif kalau hasilnya keluar aku ga pernah akan percaya sama proyek fadli zon yang satu ini kalau punya anak cucu nanti pun akan ngajarin mereka sama versi sebelumnya bukan versi pemerintah ala sekarang;positif;5756;negatif
kalau gitu tolong tunjukkan nasionalisme yang benar dan NYATA seperti apa pak?;kalau gitu tolong tunjukkan nasionalisme yang benar dan nyata seperti apa pak;negatif;5756;negatif
aku bakal besarin anak aku nanti di luar negeri, gamau sampe anak aku ngerasain kayak kita sekarang.;aku bakal besarin anak aku nanti di luar negeri gamau sampai anak aku ngerasain kayak kita sekarang;positif;5758;positif
" Rekomendasi 3 judul auto-ACC + referensi jurnal SINTA &amp; Scopus Weekend &amp; weekdays class cocok buat yang kerja atau sibuk Zoom &amp; WA coaching privat tutor S2 S3 dosen peneliti alumni luar negeri Dukungan mental &amp; motivasi sampai kelar";rekomendasi judul auto accord referensi jurnal sinta amp scopus weekend amp weekdays class cocok buat yang kerja atau sibuk zoom amp wa coaching privat tutor s s dosen peneliti alumni luar negeri dukungan mental amp motivasi sampai kelar;positif;5758;netral
@idextratime Lumayan guys #KaburAjaDulu disponsori FIFA;lumayan teman-teman kaburajadulu disponsori fifa;netral;5758;netral
Konyol #NegeriPejabatBajingan #IndonesiaGelap;konyol negeripejabatbajingan indonesiagelap;negatif;576;negatif
nasionalisme gw kuat weh tapi gaji gw sekarang gak bisa bawa gw kemasa depan yang nyaman jadi gw pindah dulu untuk hari tua yg lebih menjamin;nasionalisme saya kuat weh tapi gaji saya sekarang gak bisa bawa saya kemasa depan yang nyaman jadi saya pindah dulu untuk hari tua yang lebih menjamin;positif;5764;negatif
itu pun udah lega banget, klo mau di teken lagi mungkin bisa lebih;itu pun sudah lega banget kalau mau di teken lagi mungkin bisa lebih;negatif;5766;netral
The real Indonesia Gelap #IndonesiaNegeriSakit #IndonesiaGelap;the real indonesia gelap indonesianegerisakit indonesiagelap;negatif;5766;negatif
kek guna aja bang?;seperti guna saja bang;negatif;5768;negatif
sepanjang Bahlil dan Mulyono belum pakai baju oreng mending gua di luar negeri;sepanjang bahlil dan mulyono belum pakai baju oreng lebih baik saya di luar negeri;negatif;5769;negatif
ku selesaikan dulu S1 ku, setelah itu insyaallah #kaburajadulu;ku selesaikan dulu s ku setelah itu insyaallah kaburajadulu;positif;5772;positif
yang pengen ikut trend tapi ga bis ☝️;yang pengen ikut trend tapi ga bis;netral;5774;netral
tergantung negara biaya hidup diluar gede dibanding Indonesia pajak nya lebih gede;tergantung negara biaya hidup diluar gede dibanding indonesia pajak nya lebih gede;negatif;5775;negatif
mkny jngn cpt2 nikah mbk wkwk;mkny jngn cpt nikah mbk wkwk;positif;5776;negatif
@susipudjiastuti @prabowo @KemensetnegRI @setkabgoid @DediMulyadi71 Jangan percaya sama pemerintah bu semua punya agenda pribadi masing-masing ingin punya power buat berkuasa dan korupsi. Ga ada yg beneran cerdas dan punya moral juga integritas tinggi seperti Lee Kuan Yew yg membangun negaranya dengan baik;jangan percaya sama pemerintah bu semua punya agenda pribadi masing masing ingin punya power buat berkuasa dan korupsi ga ada yang beneran cerdas dan punya moral juga integritas tinggi seperti lee kuan yew yang membangun negaranya dengan baik;negatif;5776;negatif
@WagimanDeep212_ cikal bakal #kaburajadulu;cikal bakal kaburajadulu;negatif;5778;netral
cita cita gue tni waktu tk;cita cita saya tni waktu tk;positif;5779;netral
maaf udah jadi author yang ga guna tapi lebih ga guna pemerintah kok percaya deh sama aku ;maaf sudah jadi author yang ga guna tapi lebih ga guna pemerintah kok percaya deh sama aku;negatif;5779;negatif
Akhirnya Trent juga ikut tren #KaburAjaDulu;akhirnya trent juga ikut trend kaburajadulu;positif;578;netral
@silpiaoww Gapapa sil semua ada masa nya ko. Aku kan juga kayak gini pas udah kerja. Malah aku lulus lebih tua dari kamu lulus nanti. Yang penting sekarang kamu mau konser atau main main masih bisa. Ke luar negeri nanti bisa setelah lulus kuliahh;gapapa sil semua ada masa nya ko aku kan juga kayak gini pas sudah kerja bahkan aku lulus lebih tua dari kamu lulus nanti yang penting sekarang kamu mau konser atau main main masih bisa ke luar negeri nanti bisa setelah lulus kuliahh;positif;578;netral
Jual tambang 🤪;jual tambang;netral;578;netral
@somexthread Kalau demikian....apakah #kaburajadulu masih berlaku? Sebab proteksi yang KETAT;kalau demikian apakah kaburajadulu masih berlaku sebab proteksi yang ketat;netral;5781;netral
Aaminn jie;aaminn jie;positif;5781;netral
me in future 😇;me in future;netral;5781;netral
lah???????????? kocak ni orang da sumpah, w ampe speechless;lah kocak ini orang da sumpah w ampe speechless;negatif;5782;negatif
nah ini bray;nah ini bray;positif;5782;netral
aku juga pengen loh....tp yah sudahlah;aku juga pengen loh tapi yah sudahlah;negatif;5782;negatif
ajak gw pliss😭;ajak saya pliss;positif;5783;netral
aku mau tapi ke china;aku mau tapi ke china;negatif;5786;negatif
kalo gitu gua berani jalan kaki 20km;kalau gitu saya berani jalan kaki kamu;netral;5786;netral
Sometime kita-kita melupakan luar biasanya kerja sama itu adalah peninggalan berharga kita. Mari terapkan dalam kehidupan sehari-hari untuk lestarikan negeri dan capai kebahagiaan universal. Bersatu Jaga Negeri https://t.co/oiqx9x2okI;sometime kita kita melupakan luar biasanya kerja sama itu adalah peninggalan berharga kita mari terapkan dalam kehidupan sehari hari untuk lestarikan negeri dan capai kebahagiaan universal bersatu jaga negeri;positif;5786;netral
"gw klo ada yg ajak kerja ke luar negri gw mau bang.
jujur aja ya kerja di Indonesia sekarang ini kata kerja sama firaun tersiksa. asli dah";saya kalau ada yang ajak kerja ke luar negri saya mau bang jujur saja iya kerja di indonesia sekarang ini kata kerja sama firaun tersiksa asli deh;negatif;5787;negatif
bunda corla itu udh berumur;bunda corla itu udh berumur;netral;5788;netral
@bakuldimsum_ @BANGVELL_ Paling masuk akal saya berencana kerja informal di luar negeri;paling masuk akal saya berencana kerja informal di luar negeri;positif;5788;negatif
Gue selalu percaya para bigot ekstrem kanan ini nampak anti-rezim tapi tingkah mereka sama : suka mengopresi dan berasa paling bener. Ga usah teriak pemerintah dzalim klo kaum lo sama aje;saya selalu percaya para bigot ekstrem kanan ini nampak anti rezim tapi tingkah mereka sama suka mengopresi dan berasa paling benar ga perlu teriak pemerintah dzalim kalau kaum kamu sama aje;negatif;5788;negatif
Inna lillahi 😭;inna lillahi;netral;5791;netral
"@penyuka loli:syarat trend :
1,punya duit
2,bisa bahasa asing 😹";loli syarat trend punya duit bisa bahasa asing;negatif;5791;netral
@ardisatriawan Bagaimana aspirasi masyarakat bisa didengar jika para anggota DPR justru sibuk ke luar negeri https://t.co/8u7BuE1D51;bagaimana aspirasi masyarakat bisa didengar jika para anggota dpr justru sibuk ke luar negeri;netral;5792;negatif
sama oyy lagi di fase ini skrang 🥺😭;sama oyy lagi di fase ini skrang;negatif;5796;netral
kalo ane punya duit banyak, ane bakal pergi ke Brazil nimba ilmu sepak bola disana siapa tau jadi pemain hebat, terus bela timnas indo dapet duit banyak duitnya pake majuin negara indo jadi ga bakal ada lagi tren kayak begini;kalau ane punya duit banyak ane bakal pergi ke brazil nimba ilmu sepak bola disana siapa tahu jadi pemain hebat terus bela timnas indo dapat duit banyak duitnya pakai majuin negara indo jadi ga bakal ada lagi trend kayak begini;positif;5797;positif
"memang kaya tapi yang kenyang kan tikus"" kak 😂";memang kaya tapi yang kenyang kan tikus kak;negatif;5799;negatif
Lagi membayangkan dapet kerja remote wfa luar negeri kerja 5-6 jam dg gaji 2 digit trus ngekos di bandung atau malang trus sebulan sekali jalan2 keliling indo (bayangin aja dlu);lagi membayangkan dapat kerja remote wfa luar negeri kerja jam dg gaji digit trus tinggal di kos di bandung atau malang trus sebulan sekali jalan keliling indo bayangin saja dulu;negatif;580;negatif
Susah Kerja Di RI Pengusaha Minta Akses Bekerja Ke Luar Negeri Dipermudah #quotes #foryou #fyp https://t.co/D5nclz4TEa;susah kerja di ri pengusaha minta akses bekerja ke luar negeri dipermudah quotes foryou fyp;negatif;580;negatif
pentingnya pemimpin berpendidikan tinggi;pentingnya pemimpin berpendidikan tinggi;netral;5801;negatif
@tanyakanrl Mending brand jepang #KaburAjaDulu https://t.co/VUHqsUPJuz;lebih baik brand jepang kaburajadulu;negatif;5804;netral
gacorr 🤙;gacorr;negatif;5806;netral
@ry kita kapan ya😭🙏;kita kapan iya;netral;5806;netral
2030 go to swiss🤩;go to swiss;netral;5806;netral
Presiden Prabowo sedang menghibur elite politik dg cara membully rakyatnya atas fenomena #KaburAjaDulu dan Indonesia gelap. Tiada peduli wibawa menurun asal masih bisa teriak² di podium. _HiduppJokoweighhhh https://t.co/M1zKMgdCIK;presiden prabowo sedang menghibur elite politik dg cara membully rakyatnya atas fenomena kaburajadulu dan indonesia gelap tiada peduli wibawa menurun asal masih bisa teriak² di podium _hiduppjokoweighhhh;negatif;5807;negatif
smgt kak;smgt kak;positif;5807;positif
@tanyarlfes Mending pas kerja ke luar negeri aja nder;lebih baik pas kerja ke luar negeri saja nder;negatif;5807;negatif
kapan gw bisa kuliah ya?biar bisa #kaburajadulu;kapan saya bisa kuliah iya biar bisa kaburajadulu;netral;5807;netral
lulus kuliah otw jepang #AminAjaDulu;lulus kuliah on the way, sedang di jalan jepang aminajadulu;positif;5808;netral
kamu kerja dimana kak ?;kamu kerja dimana kak;netral;5809;netral
Vadel km dicari nikmir tuh malah yapping;vadel kamu dicari nikmir tuh bahkan yapping;netral;5809;netral
iy btl bgt KK suami sy kerja g UMR pdhl krja di porsir;iy btl banget kakak suami saya kerja g umr pdhl krja di porsir;negatif;5809;negatif
alhamdulillah ucup udah bisa hiragana;alhamdulillah ucup sudah bisa hiragana;netral;5809;netral
@fallenforwishes Makasiih kak! Wkwkw. Akhirnya bisa ikut pake tagar #KaburAjaDulu ;makasiih kak wkwkw akhirnya bisa ikut pakai tagar kaburajadulu;netral;581;positif
tunggumi kuoake ini sound tahun depan🙏;tunggumi kuoake ini sound tahun depan;positif;5811;netral
kalo kerja harus pengalaman bg kalo ga pengalaman ga akan keterima 😂;kalau kerja harus pengalaman abang kalau ga pengalaman ga akan keterima;negatif;5812;negatif
Anak wajib tulis harapan di sekolah. Mau sekolah di Malaysia #KaburAjaDulu sejak dini insya Allah nak insya Allah ;anak wajib tulis harapan di sekolah mau sekolah di malaysia kaburajadulu sejak dini insya allah nak insya allah;positif;5812;positif
bisa tapi belum lancar banget;bisa tapi belum lancar banget;negatif;5813;netral
banyak utk keluarga nya ga si bukan utk org lain , dsni kan kalau kerja minimal ada org dalam😭😭😭;banyak untuk keluarga nya ga si bukan untuk org lain dsni kan kalau kerja minimal ada org dalam;netral;5814;negatif
kalau ada temen Deket atau kluarga lewat mereka aja sih kak lebih aman, kalau ada instansi yg terpercaya boleh lewat sana;kalau ada teman deket atau keluarga lewat mereka saja sih kak lebih aman kalau ada instansi yang terpercaya boleh lewat sana;netral;5815;negatif
cara nya gimana bang;cara nya bagaimana bang;netral;5817;netral
Rantaulah sejauh yang kalian mampu dan bawa budaya + di negeri rantau kalian kembali ke bumi dimana kalian dilahirkan suatu saat nanti jika dimungkinkan. 🔥;rantaulah sejauh yang kalian mampu dan bawa budaya di negeri rantau kalian kembali ke bumi dimana kalian dilahirkan suatu saat nanti jika dimungkinkan;positif;5821;positif
manifest di taun 2026/2027 bisa ikutan #kaburajadulu;manifest di tahun bisa ikutan kaburajadulu;netral;5823;netral
Aku ga akan pernah cape edukasi temanku yg selalu bilang aku golput aja. Siapapun yg kepilih tetap aja hidupku ga bakalan berubah Aku tau dia mungkin dah ga percaya lg sm pemerintah. TP KLO ADA YG BEGINI HOPELESS. PLIS EDUKASI BAIK BIAR MEREKA NGERTI GOLPUT GA NGERUBAH APAPUN;aku ga akan pernah capek edukasi temanku yang selalu bilang aku golongan putih saja siapapun yang kepilih tetap saja hidupku ga akan berubah aku tahu dia mungkin deh ga percaya lagi sm pemerintah tapi kalau ada yang begini hopeless plis edukasi baik biar mereka mengerti golongan putih ga ngerubah apapun;positif;5824;negatif
Itu surat penyetaraan ijazah S1 karena kuliahnya di luar negeri. Semua yg kuliah S1-S3 di luar negeri bisa menyetarakan ijazahnya tapi ya nggak wajib. Biasanya buat daftar PNS atau kerja yg mensyaratkan. Aku juga punya punya surat ginian.;itu surat penyetaraan ijazah s karena kuliahnya di luar negeri semua yang kuliah s s di luar negeri bisa menyetarakan ijazahnya tapi iya tidak wajib biasanya buat daftar pns atau kerja yang mensyaratkan aku juga punya punya surat ginian;negatif;5826;netral
bener banget kalau plan nya cuma di indo aja kayaknya makin ga beres jadi lebih baik merantau dulu ke negara orang demi kehidupan yang lebih baik dari sekarang, doain ya aku juga mau kabur hihihi😭;benar banget kalau plan nya cuma di indo saja kayaknya makin ga beres jadi lebih baik merantau dulu ke negara orang demi kehidupan yang lebih baik dari sekarang doain iya aku juga mau kabur hihihi;negatif;5826;negatif
@OposisiCerdas 𝙎𝙖𝙝𝙧𝙤𝙣𝙞 ternyata ikutin jejak #KaburAjaDulu akhirnya sudah jatuh tertimpa tangga lalu digigit ular kobra;𝙎𝙖𝙝𝙧𝙤𝙣𝙞 ternyata ikutin jejak kaburajadulu akhirnya sudah jatuh tertimpa tangga lalu digigit ular kobra;negatif;5826;negatif
biasanya itu ditanggung majikan, jadi hampir bersih....;biasanya itu ditanggung majikan jadi hampir bersih;positif;5826;netral
dah lah #kaburajadulu. banyak temen2 yang berhasil kabur aja dulu recently. yuk semangat yang masih proses!;deh lah kaburajadulu banyak teman yang berhasil kabur saja dulu recently yuk semangat yang masih proses;negatif;5828;negatif
persis sm tmn gw. nyari kja g dpt2. akhirnya kja di arab saudi. kja di sana 2 tahun. bs nabung, beli swag dan bangun rumah. begitu tabungan byk. lgsg balik ke Indonesia.;persis sm tmn saya mencari kja g dapat akhirnya kja di arab saudi kja di sana tahun bisa nabung beli swag dan bangun rumah begitu tabungan banyak langsung balik ke indonesia;positif;5829;netral
@Anno Gading;gading;netral;5831;netral
tapi, jika orang² di luar sana bertanya darimana negara asal ku, demi Tanah air ku, aku akan terus menyebutkan negara ku, Indonesia. menyebarkan kebaikan dan wawasan atas nama diriku dan Indonesia;tapi jika orang² di luar sana bertanya darimana negara asal ku demi tanah air ku aku akan terus menyebutkan negara ku indonesia menyebarkan kebaikan dan wawasan atas nama diriku dan indonesia;positif;5831;positif
@RayzizC @tempodotco Dg teknologi Blockchain bisa dibuat E-government melalui direct democracy dan Rakyat berhubungan dan mengontrol langsung kinerja Pemerintah tanpa wakil dan lembaga wakil Rakyat. Teknologi ini juga mencegah Korupsi dan penyalah gunaan wewenang. Ga percaya tanya Grok ChatGPT dll.;dg teknologi blockchain bisa dibuat e government melalui direct democracy dan rakyat berhubungan dan mengontrol langsung kinerja pemerintah tanpa wakil dan lembaga wakil rakyat teknologi ini juga mencegah korupsi dan penyalah gunaan wewenang ga percaya tanya grok chatgpt dan lain-lain;positif;5833;netral
kbur dulu khusus puny duit🗿;kbur dulu khusus puny duit;negatif;5833;netral
Nahhh ini yg paling beber☺️☺️☺️;nahhh ini yang paling beber;positif;5834;netral
oke gas;oke gas;positif;5835;netral
yang intinya gak menetap ya b aja;yang intinya gak menetap iya b saja;negatif;5836;negatif
mau banget ikut trend ini tp sayang nya umr aku masih 16😭;mau banget ikut trend ini tapi sayang nya umr aku masih;netral;5836;netral
@NakulaArju25261 @efraimsthoughts mending loe mikirin nasib loe. beliau punya kemampuan yg bahkan kerja di luar negeri dengan gaji lebih tinggi drpada jadi menteri beliau pun bisa.;lebih baik kamu mikirin nasib kamu beliau punya kemampuan yang bahkan kerja di luar negeri dengan gaji lebih tinggi drpada jadi menteri beliau pun bisa;negatif;5839;negatif
#KaburAjaDulu finally udah sampe CNA. https://t.co/KlzP4Ih7v7;kaburajadulu finally sudah sampai cna;netral;584;netral
#kejepang aja dulu;kejepang saja dulu;negatif;5842;netral
udh lah ayo ke jepang aja😹;udh lah ayo ke jepang saja;netral;5844;netral
Iya barusan liat2 😭😭bnyk bgt;iya barusan lihat banyak banget;positif;5846;netral
cita cita gua aja ganti bang yang tadi nya dari kecil pengen jadi polisi sekarang ga dulu deh mending kerja di jepangg;cita cita saya saja ganti bang yang tadi nya dari kecil pengen jadi polisi sekarang ga dulu deh lebih baik kerja di jepangg;positif;5848;negatif
ini mentri kaga bisa kerja titipan mulyono ya ges ya🤣🤣;ini mentri tidak bisa kerja titipan mulyono iya ges iya;netral;5848;negatif
Gaasssssssss;gaasssssssss;negatif;585;netral
Jir mana akun studio animasinya ternyata isinya bapak bapak boomer kebelet ngejabat (kelihatannya) gayanya itu loh... berlebihan membanggakan diri sendiri sangat bergengsi ngobrol sama pemerintah terkait prospek.. orang dari luar negeri kerja sama kita hebat cringed sm;anjing mana akun studio animasinya ternyata isinya bapak bapak boomer kebelet ngejabat kelihatannya gayanya itu loh berlebihan membanggakan diri sendiri sangat bergengsi ngobrol sama pemerintah terkait prospek orang dari luar negeri kerja sama kita hebat cringed sm;positif;585;negatif
kursus plg bisa bang.yg bantuin masak aku 4.bln di lkp lgs BS terbang ke Taiwan bearti klo niat bisa jg ya.4bln bisa jg ya ngomong BHS Taiwan;kursus paling bisa bang yang bantuin masak aku bulan di lkp lgs bisa terbang ke taiwan bearti kalau niat bisa juga iya bulan bisa juga iya bicara bhs taiwan;positif;585;netral
punya sharinggan🗿🗿🗿🗿🗿;punya sharinggan;positif;585;netral
kerja serius gaji bercanda;kerja serius gaji bercanda;positif;585;negatif
kemerdekaan hanya untuk para pejabat rakyat tetap di jajah😅;kemerdekaan hanya untuk para pejabat rakyat tetap di jajah;negatif;585;negatif
@xavierapieres ga tau dh masi percaya lgi apa ga ma Instansi pemerintah satu ini;ga tahu dh masi percaya lagi apa ga ma instansi pemerintah satu ini;positif;5851;negatif
klo tinggal selamanya di negara lain berapa harganya sih?;kalau tinggal selamanya di negara lain berapa harganya sih;netral;5855;netral
@ElvinaNara Bantuan luar negeri adalah langkah cerdas Presiden Prabowo buat ciptain ekosistem kawasan yang stabil dan penuh peluang kerja sama;bantuan luar negeri adalah langkah cerdas presiden prabowo buat ciptain ekosistem kawasan yang stabil dan penuh peluang kerja sama;positif;5855;netral
memang kak kalo Kaka kerja di hari Minggu aja dapet gajinya dobel di hari itu, soalnya pada umumnya semua org libur di hari minggu;memang kak kalau kakak kerja di hari minggu saja dapat gajinya dobel di hari itu soalnya pada umumnya semua org libur di hari minggu;negatif;5855;netral
we literally had #KaburAjaDulu on trending ngapain lu ke mari? ;we literally had kaburajadulu on trend sedang apa kamu ke mari;negatif;5855;negatif
gg bang kuliah dulu terus kejar whv🔥;gg bang kuliah dulu terus kejar whv;negatif;5856;netral
"kawal terus
#kaburajadulu";kawal terus kaburajadulu;negatif;5856;netral
Aq udh 3th di Malaysia jd tkut mau pulang ke indonesia;saya udh th di malaysia jadi tkut mau pulang ke indonesia;negatif;5858;negatif
@🐾 ayu naj kita pindahh;ayu naj kita pindahh;negatif;5859;negatif
#kaburajadulu tapi kabur ke mana ? Belajar bersyukur lah punya tanah air yuk bisa yuk;kaburajadulu tapi kabur ke mana belajar bersyukur lah punya tanah air yuk bisa yuk;negatif;586;positif
saya krj di arab 2thn di taiwan 14thn sampai sekarang masih stay,krj plng ternyaman di taiwan mau di tingal Eman;saya krj di arab tahun di taiwan tahun sampai sekarang masih stay krj plng ternyaman di taiwan mau di tingal eman;negatif;586;netral
@tanyakanrl Hidup di jaman sekarang dan siap-siap mau #KaburAjaDulu;hidup di jaman sekarang dan siap siap mau kaburajadulu;positif;5862;negatif
"Jangan #KaburAjaDulu!
Karier cerah menantimu di Cimory! 

💼 BUSINESS DEVELOPMENT PROGRAM (BDP)

Program eksklusif untuk kamu yang ingin berkembang, belajar langsung dari profesional, dan jadi bagian dari brand ternama di Indonesia! 🇮🇩

📲 Daftar sekarang: https://t.co/dQi1gOc75S https://t.co/2y92z6MssJ";jangan kaburajadulu karier cerah menantimu di cimory business development program bdp program eksklusif untuk kamu yang ingin berkembang belajar langsung dari profesional dan jadi bagian dari brand ternama di indonesia daftar sekarang;netral;5862;netral
ha tu baik pergi keluar la. Aku ckp yg ada dokumen lengkap je, bukan yg gitu² tu. penambah b20 je;tertawa tu baik pergi keluar lah aku cakep yang ada dokumen lengkap je bukan yang gitu² tu penambah b je;negatif;5865;netral
iya ka, maksud aku kalo mau dapet kerjaan yg bagus minimal S1 gitu;iya kakak maksud aku kalau mau dapat kerjaan yang bagus minimal s gitu;netral;5865;netral
Ternyata benar ya orang Indonesia itu crab mentality. Padahal kan beliau pelopor pertama #KaburAjaDulu setelah 98;ternyata benar iya orang indonesia itu crab mentality padahal kan beliau pelopor pertama kaburajadulu setelah;negatif;5869;negatif
